id,text,label
tr1782,Немного Сочи),neutral
tr1783,"Контакт зло!! Мотаюсь по городу и столько мыслей приходит, по поводу того, что в блогк написать, но как только попадаю за комп - моск парализует!! :))",negative
tr1784,"люблю людей, которые со мной солидарны!)",positive
tr1785,Вот они мои долгожданные)))))))))),positive
tr1786,новый статус - новая жиzнь))),neutral
tr1787,"- Как быть с теми, кто нас не любит?
- С ними лучше не быть.

© Ринат Валиуллин

Картина: Михаил и Инесса Гармаш",neutral
tr1788,от количества сердечек ебало красивее не станет)),negative
tr1789,"Если человек хочет быть частью вашей жизни, он приложит очевидные усилия, чтобы сделать это. Подумайте дважды, прежде, чем освободить место в вашем сердце для людей, которые не приложили усилий, чтобы там остаться.",neutral
tr1790,Люблю тебя больше всего на свете!!!!! И ты только мой!!!!)) вслушивайся в слова :**,positive
tr1791,"Маленькая провинциальная,такая же как и сотни итальянских деревень-деревня Сан Феличе. Здесь каждый любит свое дело и превращает его в искусство- садовники своевременно стригут деревья, каменщики аккуратно чинят тротуар, стараясь сохранить средневековую брусчатку, в булочных пекутся самые вкусные пирожные, а ее хозяин приготовит ароматнейший кофе и очень приветливо протянет вам чашечку. Этого вполне достаточно чтобы здесь родились Данте или Леонардо) Именно в этом месте завершились съемки нашего проекта Madly in Love...",neutral
tr1792,Мой гитарист! :),positive
tr1793,В любом варианте этот трек отличный,positive
tr1794,Скучно..очень скучно(((,negative
tr1795,"Не хотел его выкладывать на стену, но раз уже и телеканал Россия24 показал, то смотрите на лидера майдауна.",negative
tr1796,кобра это же гайцы,neutral
tr1797,"Друзья!Может у кого-нибудь есть знакомый орнитолог в Москве? 
У меня на руке птица,которой повредили крыло,и я даже не знаю чем ее кормить,так как не могу понять, что это за птица.Подозреваю,что это соловей.Может кто-нибудь подскажет или посоветует специалиста?Спасибо",neutral
tr1798,рибка моя))) люблю тебя очень сильно)))))*****,positive
tr1799,Я вспомнила)) сегодня 3 годика моему первому пирсингу)) утютютю))))) Миша сказал: давай купим ей подарок))),positive
tr1800,вот оно :),neutral
tr1801,"Пройди детектор лжи и ответь мне на вопрос:
***Вопрос является секретным, ты сможешь увидеть его только в приложении***
😆

Чтобы ответить на вопрос перейди по ссылке",neutral
tr1802,"Мини-спектакль: Актеры - слево-на-право = кошка Марфа, кот Василий.",neutral
tr1803,поет мой Друг!!,neutral
tr1804,"Вот до чего доводит офисное планктонирование -

мои результаты психологического теста",neutral
tr1805,Праздник к нам приходит....,neutral
tr1806,"боже, сколько можно посылать мне эти испытания? У меня уже опускаются руки, а сил хватает только на слезы(((((((((((",negative
tr1807,Так-то Да),neutral
tr1808,"Кукуськи, мои любимые))* Люблю вас))*",positive
tr1809,"Я одного не понимаю, почему всегда дрель? Каждый день? Уже почти год ! Такое чувство, что у них кроме дрели нет приборов! Они смотрят дрель, слушают дрель, готовят с помощью дрели и даже воду кипятят дрелью! Хлеб режут дрелью!!!! блять эти соседи несчастные люди! - им даже в магазине кроме дрели ничего не продают!!!!!!!!",negative
tr1810,Сходили в ПаТиПу..😉,positive
tr1811,Надо бы опробовать,neutral
tr1812,Словарь девушек.:),neutral
tr1813,- Ну и дятел!,negative
tr1814,куплю жир за все кроме бп,neutral
tr1815,"Начни жизнь с чистого листа, но оставь копию старых ошибок...",neutral
tr1816,Я 666 дней ВКонтакте!,neutral
tr1817,Сегодня в Пача Маме разговариваем о медиа и рекламе. Приглашаю всех :),neutral
tr1818,А ЧТО УЖЕ ПОТАНЦЕВАТЬ НЕЛЬЗЯ? Я ПРОСТО ТАНЦУЮ!,negative
tr1819,"Написала небольшое стихотворение к 10-ти летию с того дня, когда в Кармадонском ущелье без вести пропал хороший Человек, Сергей Бодров. Оно короткое, как его жизнь.
 ***** 
Кармадон. Ущелье. Колка. 
Ты прожил средь нас недолго. 
Будем помнить тебя, Брат. 
Жаль, что нет пути назад. 
Ты в сердцах оставил след 
И короткий свой завет: 
В правде сила. Только в ней. 
За кем правда, тот сильней.",negative
tr1820,"Моя зарплата должна составлять 152,147.0 рублей. Узнай свою настоящую зарплату здесь vk.com/app4183747",neutral
tr1821,вот она красавица),positive
tr1822,Такие коктейли не делал? XDD,neutral
tr1823,"Пора голосовать, друзья!) Поддержите плиз мой логотип, буду очень благодарен вам всем. А если проголосуете с фейсбука и твиттера (т.е. 2 голоса), то ваще буду рад)
 www.talenthouse.com/creativeinvites/preview/a446194d453f20de516c44e81194f28b/456 (не работает на Опере)",neutral
tr1824,Петруша))),neutral
tr1825,"Продаю недорого 3,5 комн квартиру!! Динас!! Друзья, респект Вам за репост!!",neutral
tr1826,Очень скучаю*,negative
tr1827,Швеция ты кто такая??давай до свиданье))),neutral
tr1828,Папа и сыночек красавчики),positive
tr1829,Финал по боксу прошел оставив яркие воспоминания! Из наших запомнились Никитин Дьулус молодец отлично отбоксировал !Порадовал Савелий борисов настоящий ВОИН !! А лучший боксер турнира однозначно КАЛИБЕКОВ АЯН!!! КАЗАХСТАН!!!,positive
tr1830,"Я поймал себя на мысли, что скучаю по тебе,но потом я вспомнил как однажды ты лайкнула аватар одного пидара, и сразу все прошло.",negative
tr1831,"ПРАВДА ЖИЗНИ=(
Ты не имеешь права требовать, чтобы тебя любил тот, кого любишь ты сам… Никто не обязан разделять твои чувства и отвечать на них. Если чувства совпадают - это великое и редкое счастье. Если они не совпадают - это обычное явление.",neutral
tr1832,"Но продолжение последовало... + 15 человек погибших и много раненых. Нет смысла говорить что-либо. Всем и так все понятно. Одним словом беспредел и просто полный, тотальный пи**ец...Проводится ли хоть какая-нибудь поддержка и защита населения - неизвестно..А тем временем, выходить на улицу стало еще опасней. Друзья, берегите себя и по возможности чаще оставайтесь дома.",negative
tr1833,жуТко нравится эта песня)))),positive
tr1834,"Неотвратимо приближается счастливая пора - сезон белых мух - в связи с чем хочу напомнить уважаемому %username%, и себе в том числе, о том, что пора возвращаться в форму :)


P.S. Для э̶л̶ь̶ф̶о̶в̶ лыжников 80го уровня:",neutral
tr1835,Отлично провели день с родителями😃✌🌟💥🚗,positive
tr1836,Люблю тебя)*,positive
tr1837,Ты - Великой Руки Творение !!! Любить буду вечно !),positive
tr1838,"Итак,что это?",neutral
tr1839,на Чаки очень похож )))),neutral
tr1840,из какого фильма этот фрагмент??,neutral
tr1841,Гоша пострадал и получает помощь,neutral
tr1842,с ляжкой прямо детективная история.,neutral
tr1843,нужна девушку,neutral
tr1844,"Егор, ты правда на Аффинаж пойдешь?",neutral
tr1845,СупердискотЭка 90-х ждет нас!!!,positive
tr1846,Самый красивый и любимый в мире ПАПУЛИЧКА!!!!!,positive
tr1847,Наконецто я влюбилась.............,positive
tr1848,"Квартира 2-х комнатная 6 этаж в 9-тиэтажке с лифтом,10 мин пешком до м.Проспект Большевиков. В квартире:стиральная машина-автомат,холодильник,пылесос,телевизор,проведен и-нет(провайдер Интерзет)мебель(советская).Можно с животными.20 т+КУ тел 9523942 

ВНИМАНИЕ: пожалуйста, все вопросы по телефону в объявлении.",neutral
tr1849,Позитив)))),positive
tr1850,"мне не надо пуд муки, мне не надо сито - меня милый поцелует - я неделю сыта! (c)",positive
tr1851,"в больницу,покровка",neutral
tr1852,На концерте Uriah Heep. ДК им. Ленсовета 04.10.2013,neutral
tr1853,зашибись как все надоело вообще блин,negative
tr1854,"Если стоит выбор между «да»
или «нет», то «да»! Сделайте
это. Поцелуйте, обнимите,
догоните, встретьтесь, скажите.
И пусть выйдет ерунда, зато
хоть попытались.",neutral
tr1855,"Такие девушки, как звезды, что светят в
клубах до утра, чаще всего тупые пезды
или простая школота (не мое)",negative
tr1856,"Знакомые появляются и исчезают, а лучшие друзья - это навсегда. Потому 
что даже тогда, когда ты не знаешь, куда идешь, они помогают осознать, 
что ты идешь туда не один.",positive
tr1857,"Скажите пожалуйста,море сейчас чистое или такое как в Урзуфе в июне,мертвая рыба и все дела?",neutral
tr1858,"Эх, скоро в Финляндию! Порвем финов!!!)))",positive
tr1859,"Девушки, ходите в спортзал, одни плюсы от этого:
Красивая фигура, довольные парни, здоровые дети.",neutral
tr1860,"Забанен, блеа >_<",negative
tr1861,Новоиспеченный Ведьмак!!!)))))))),positive
tr1862,Романтично,neutral
tr1863,"Воспоминания, которые будут храниться вечно",positive
tr1864,"Прилетит пусть волшебник
В голубом вертолете
И бесплатно покажет кино.
С днем рожденья поздравит
И, конечно, оставит
Пусть в подарок пятьсот ""эскимо"")))",neutral
tr1865,Cмотри) Это спина мастера который мне будет бить в конце августа х),neutral
tr1866,С ПЕРВЫМ СНЕГОМ!!! УРААА!!!! ДА ЗДРАВСТВУЕТ СЛЯКОТЬ!!!!!,negative
tr1867,"Сегодня к ополчению присоединилась группа из Израиля. Батальон «Алия», сформированный в 2002 году из уехавших в Израиль профессиональных военных Советской армии и армий стран СНГ и занимающийся охраной еврейских поселений в Иудее и Самарии, незамедлительно отправил в Славянск двадцать высокопрофессиональных бойцов с опытом службы в советской и израильской армиях, а в течение двух недель готов довести количество своих бойцов, сражающихся с нацистами, до двухсот, - сообщают наши источники на Донбассе.",neutral
tr1868,Смотрю расписание мы опять в Чинарах будем стоять 1.5 часа((,negative
tr1869,"Да ну нафиг! Залез в ленту, а там политика, политика, политика... Спасу нет. И самое страшное, что по инерции хочешь весь этот шлак перебрать, проанализировать и сделать выводы. Авотнебуду!.",negative
tr1870,"сказал ""зво'нит а не ""звони'т""? НА КОСТЕР ТЕБЯ НЕОБРАЗОВАННЫЙ ПЛЕБЕЙ",negative
tr1871,"Ищу спутника (желательно девушку=) для непринужденной прогулки по городу Иваново с целью заполнения обходного листа. Требуется только свободный день и чувство юмора. Найдись! А то мне так впадлу одному ходить, что уже чувствую - диплом могут и не отдать(",neutral
tr1872,Продолжение рассказа о нашей поездки в Индию,neutral
tr1873,"Цитата недели
Сами вы плохие! (с) Погода",neutral
tr1874,"Мои 300 засранцев, которых я никогда не забуду 😜",positive
tr1875,"Димка, где фотография на аву?? Не могу общаться с вопросительным знаком!!!",negative
tr1876,статус норм))),positive
tr1877,"с друганом в общаге)
101",neutral
tr1878,"Не родилась еще та яйцеклетка, которая бегала бы за сперматозоидом. Не спорь с природой.",neutral
tr1879,Это мего)точно лучше хД,positive
tr1880,Артем кошеваров нормально дерется?,neutral
tr1881,"Друзья, кто не так давно делал дома ремонт , подскажите, пожалуйста, у какой фирмы можно заказать хорошую входную железную дверь? Желательно с деревянной обивкой (надеюсь, понятно описала).",neutral
tr1882,Больничка )))),neutral
tr1883,"на, те Изюм минус сделал, читай ))))))))",neutral
tr1884,Так выглядит стол в мужской праздник,neutral
tr1885,У меня родилась прекрасная дочурка Виктория Сергеевна!!!Самый счастливый ПАПАША!,positive
tr1886,"Я ХАЧУ СПААТЬ!!!!!!!!!!!!!
Матвеев умоляю....",negative
tr1887,"за день попал на 2 события, которые по телеку показали.
1. с утра катя уговаривала на атракционе прокатиться, я отнекивался - и тут поезд на нем кверх ногами застрял. Был очень рад, что не поехал:) Приезжали скорые, пожарные, милиции, чтобы людей доставать. Но те там все равно провисели с пол часа:)

2. Вечером около новодевичьего монастыря проезжал - а там его башня полыхает... высотой с 25 этажный дом (72 метра), полностью деревянная, пламя с земли и еще этажей на 5 над башней, вся в огне, облако искр, со всех сторон горящие балки падают... А ведь она была 1690 года постройки...",neutral
tr1888,еще к теме о безумии человеческом. они прекрасны)),positive
tr1889,Machete (Токио) - Нежность,neutral
tr1890,[20:52:40] Leonel Messi: тут реально в АПЛ жара будет и в ЛЧ. у вас кубок англии потолок в этом сезоне. мы не факт что в 4-ку попадем,neutral
tr1891,Почему все чаще происходят столкновения с выходцами с Кавказа - в чем разница менталитетов? - Первый канал,neutral
tr1892,Яб даже поиграл с такой фичей,neutral
tr1893,"Наверное, мы последнее поколение, чье детство прошло на улице, а не в интернете...",negative
tr1894,"Структура славянского строя.

Почему рухнул СССр? Потому что не было Советской власти, а была строгая вертикаль власти и командная экономика, в которой все решали комиссары, то есть чиновники, зависищие от начальника, расположенного выше по вертикали. Провозглашали все народным. Но вследствие того, что не было Общины, не было вечевой структуры и Советов, собственность не была стрктурирована, не принадлежала ни Общине, то есть народу какой то Общины, не были собственности и федеральной, принадлежащей какому то Совету федерального уровня. Инициатива народа была нулевая, решали все только комиссары, то бишь высшая власть принадлежала партийной вертикали. 
Весь ""советский"" период это дискретация понятия советской власти, за которую сражался народ в гражданску войну.",neutral
tr1895,Как вам мой рисунок???) пишите в коментах)),neutral
tr1896,"Я не виндовс, я ненавижу виндовс, я ненавижу виндовс. Мне хватило одного захода на него после двухнедельного сидения на линуксе, чтобы понять это. Как можно Так тормозить, тем более, что на него у меня больше памяти уделено, чем на убунту.",negative
tr1897,"но я найти того, кого бы хотела увидеть и услышать уже не смогу!",negative
tr1898,"Когда скучаешь по близкому человеку, любая мелочь напоминает о нем.",positive
tr1899,можно пересматривать бесконечно 💪  👏  😢,positive
tr1900,учу камасутру,neutral
tr1901,Перебрался в Портер на Крещатике! Приходите в гости ; ),neutral
tr1902,с 9 по 26 августа курю ганжу в Голландии,neutral
tr1903,Денис + Надя,neutral
tr1904,❤❤У мужчины все должно быть прекрасным . Особенно его Настенька  ❤ ❤,positive
tr1905,Самый лучший мастер сотворила сегодня вот такую красоту!)),positive
tr1906,"Люди-странные существа...Они хотят чтобы все было по ихнему...Они считают, что имеют право распоряжаться чужой судьбой, чужими чувствами, во благо своих идей, желаний и целей...Они прибегают к различным методам...И очень часто просто вынуждают, заставляют делать так, как они хотят...Но они забывают, что даже заставив выполнить их волю, они не смогут заставить забыть...не смогут заставить перестать или начать чувствовать...Люди, помните, что каждый человек волен распоряжаться своей судьбой так, как он хочет...",negative
tr1907,В Питере чудесно. Всем привет!,positive
tr1908,"Ограниченная доступность заставляет потребителя чувствовать: мы должны действовать прямо сейчас. Если нет, мы упустим возможность, даже если она не является приоритетной для нас",neutral
tr1909,сенит тоже лохи,negative
tr1910,"Между я и Великим Брахманом нет различий. 

Мои мысли и чувства - суть - мысли и чувства вселенной. 

Мои поступки - суть - поступки к самому себе. 

Мой разум - разум Великого Брахмана. 

Камни говорят: 
Кроме разума нет ничего. 

Изменяя себя, Великий Брахман изменяет тебя.  

Изменяя себя, я изменяю Великого Брахмана. 

Камни говорят: 
Нет добра, нет зла, нет единого, нет разрозненного, нет жизни и смерти нет. 
Я свободен во всем, кроме того, чем ограничил себя сам. 
Нет Пути. Нет смысла. Нет важности.",neutral
tr1911,"оправдал мои ожедания ""Мальчишник 2""=))))))",positive
tr1912,Вот такая вот у нас регистрацияя)),neutral
tr1913,на новый год поступило предложение руки и сердца!!!! вот так...,positive
tr1914,МЫ САМИ РИСУЕМ СВОЮ ЖИЗНЬ,neutral
tr1915,слушай правильную музыку),neutral
tr1916,"Да что вы знаете о боли... мог выиграть с 100 руб 3500!!!

Тупо один исход. Матч, в котором чуть-чуть не хватило. ГОРИТ.",neutral
tr1917,"Он холодный, он такой холодный -
На его ресницах снег не тает.
У природы нет плохой погоды,
Но его природа непростая.

То ли я ему совсем чужая,
То ли отключили батареи -
Я с ним постоянно простужаюсь
И потом недели две болею.

Людям очень нужно с кем-то греться…
Все уже себе понаходили.
Только у него другое сердце -
Маленькое сердце-холодильник.

Холодильник - славное местечко,
Чтоб хранить любовь, надежду, веру,
Но, когда его подносишь к печке,
Сильно уменьшается в размерах.

Я и он по-разному ранимы.
Близость не подходит для далеких -
И когда он все-таки обнимет,
Я умру от воспаленья легких.",negative
tr1918,Я у вас еще не была? 😳 ...Тогда я еду к вам 😆 😆 😆  #жизньбеженца #Сумы,neutral
tr1919,"- ТАНЯ, ТЫ МНЕ ЗВОНИШЬ?
- Нет.
- А Я ТЕБЕ? 

Я до сих пор ржу 😆",positive
tr1920,чтобы не включать видео каждый раз :D,neutral
tr1921,аххаха)) дверь мне сделал!!!,positive
tr1922,"""Вокруг так много красивых женщин, что в конце концов начинаешь ценить общество той, которая может тебя хорошенько рассмешить"".
(с)",neutral
tr1923,Липофрения - чувство печали без видимой на то причины,neutral
tr1924,Надеяться только на себя - отличный способ перестать разочаровываться в людях и жить с отличным настроением.,positive
tr1925,"Сегодня в 14:00 на станции Горьковская продолжатся празднования дня Всех Святых. Эксцентричные костюмы, песни-колядки и многое другое ждет вас на Русском марше. Приходите.",neutral
tr1926,Посоветуйте какие-нибудь приложения для Айфона-Айпада! Скайп и твиттер уже есть.,neutral
tr1927,"Нужны люди:
1) Организаторы мероприятий: дам бесплатно площадку для информаций
2) Веселые люди знающие и любящие анекдоты
3) Люди любящие работу с детьми (аниматоры)",neutral
tr1928,"Мне говорить «прощай», не ново,
Но с каждым разом больше боли.
Отчаянность сжимает снова,
Мои мечты в своей ладони. 

Влюбленности прекрасен взлет.
Парят в объятьях крылья - руки.
Но рок мой без промашки бьет,
И падает душа на лед.
Примету знаю наперед,
Что нежно полюбить к разлуке.

Во встречах мне отрады нет,
Мои привязанности - прах.
Я больше не скажу - привет,
Чтоб «умерло» прощай в устах…
28 января 2014 г.",negative
tr1929,"У нас целый день идет снег. Все белое белое, красивое и сказочное. Я иду сквозь метель и улыбаюсь. Народ смотрит на меня с недоумением. У нас почему то не принято улыбаться, просто так идти и улыбаться. А я ничего не могу с собой поделать. я так счастлива :)",positive
tr1930,что напоминает!,neutral
tr1931,"Книга: ""Сила Намерения. Как реализовать свои мечты и желания""",neutral
tr1932,Вот эту буду учить) аккорды простые),positive
tr1933,Я Русский Оккупант,neutral
tr1934,Заебало если честно..,negative
tr1935,"восторг сегодняшнего дня, вживую вообще очень!",positive
tr1936,"Ну без этого, ясен пень, никак не обойтись )",neutral
tr1937,УРААААА Я СТАЛА ТЬОТЬОЙ=)))))))))),positive
tr1938,Херово(( а я в последний день заснула на пляже и обгорела),negative
tr1939,Умер папа....,negative
tr1940,обама на всю Америку кричит на Американцев козлы козлы козлы,neutral
tr1941,Ахахахахахахахахахаха...,positive
tr1942,«Дневник разработчиков компании Wargaming»,neutral
tr1943,взяли дракона),neutral
tr1944,Как хорошо в чужом городе встретить родного человека!!!,positive
tr1945,Отлично сидим;),positive
tr1946,Ну не бред ли?,negative
tr1947,"B L A C K H O L E



За репост делаю сигны",neutral
tr1948,"Посаны, совсем скоро огласят итоги DJ Mag Top 100. Кто на кого надеется? :)",neutral
tr1949,Система питания человека зависит лишь от уровня его развития!,neutral
tr1950,Мотивация: Железо не обманет!,neutral
tr1951,"Сегодня случился красивый закат, запечатлел)",positive
tr1952,Написать сообщение...,neutral
tr1953,такой забавный :D,positive
tr1954,"Мне не отогднать тоску, она маленьким матыльком прилетела ко мне. И как только на землю опускается сумрак, садится мне на плечо, и превращается в огромную птицу печали, окутывающую меня крыльями.....",negative
tr1955,O.O жееесть:))) в последнем кадре - Сява?)),neutral
tr1956,"Сем остановок молча, под проливным дождем...Наблюдая, за серым городом чего-то ждем.",neutral
tr1957,ты это видела?)),neutral
tr1958,"а я мечтаю о сыне, чтобы отдать его на борьбу, стильно одевать, учить поведению с девочками и чтобы он был красивый, как папа",positive
tr1959,Вау!!!!ты просто мега волшебница))))),positive
tr1960,"Карапуз мой сладкий, скучаю;((",negative
tr1961,Молод и прекрасен))💋💋💋,positive
tr1962,"Оказывается, я в душе - Путник! Меня привлекают путешествия, риск и новые впечатления! А какой архетип скрывается в тебе?
Пройдите и вы психологический тест от Discovery Channel - и станьте участником розыгрыша камеры GO PRO!",neutral
tr1963,тусим сегодня?,neutral
tr1964,Как ты думаешь.где Надюха,neutral
tr1965,"Дурнев+1: Всем мех с кожей, посоны!",neutral
tr1966,добавить позитива перед робочей ночкой.......))))))),positive
tr1967,я поржала :3,positive
tr1968,Человек из песка,neutral
tr1969,Сука корсет жмет!!!!,negative
tr1970,Сегодня колька станет белым)))),positive
tr1971,ахахаха тебя вспомнила)),positive
tr1972,"Когда нужна поддержка, ты обычно оказываешься никому не нужен. Но на самом деле ты постоянно никому не нужен. Просто замечаешь это лишь тогда, когда нужна поддержка.",negative
tr1973,"Продукция изготовлена из высококачественной ткани с водоотталкивающей пропиткой. Наполнитель продукции химически нейтрален, гидрофобизирован, не сохраняет запах, не является средой обитания насекомых и вредных микроорганизмов, обладает высоким коэффициентом подвижности, равномерно распределяет нагрузку на всю поверхность изделия. За счет аккумулирования и распределения тепла создает ощущение комфорта. Не аллергенен",neutral
tr1974,#накраюсовершенногомира,neutral
tr1975,"У задержанных за беспорядки в Москве изъято 16 травматических пистолетов, 208 ножей и еще 260 предметов для уличных боев, в том числе металлическая арматура, молотки, электрошокеры, кастеты, бейсбольные биты.",neutral
tr1976,АКЦИЯ!!!! Платье 118грн,neutral
tr1977,Я ТЕБЯ ЛЮБЛЮ!!!,positive
tr1978,еще как рулит)только пальцы скоро придется ампутировать ><,negative
tr1979,"Друзья, кто может помочь с Гердой? Дочка случайно открыла бой... времени еще 16 часов, магии 15000. Вышлю приглашение...",neutral
tr1980,На добро нужно отвечать добром ...А на зло- нужно отвечать справедливостью !,neutral
tr1981,РАЗОБЛАЧЕНИЕ! Отчаявшийся директор Орифлэйм открыл простой способ рекрутирования и закрыл 2 звания за 1 год!,neutral
tr1982,"Меня раздражает эта коза) я уже писала о ней, но она не может остановиться, на ее страничке можно найти работы многих мастеров, и у нее, видимо, 100 рук чтобы заниматься и ресницами, и ногтями, и волосы наращивать, и работы "" свои"" с утра до вечера выкладывать..",negative
tr1983,"чертовски приятно, когда человек говорит, что скучал по тебе.",positive
tr1984,На лекции было 30 человек я надеюсь что было интересно. Всем огромное спасибо кто был. Я старался рассказать обо всем что мы пережили.,positive
tr1985,"Мы все спешим, не успеваем.
Недолюбив, стараемся забыть.
И все на завтра оставляем,
А завтра может и не быть...",negative
tr1986,У кого остались картриджи для Денди?!! Срочно=),neutral
tr1987,Приглашаю посетить  автомоечку с полным спектром услуг!!!,neutral
tr1988,припев классный),positive
tr1989,Катичка пошла вразнос!,neutral
tr1990,"Детская мебель Сказка-5 - удобный, компактный и функциональный комплект детской мебели. Состоит из кровати-чердака, письменного стола, стеллажа для книг, шкафа-купе и тумбы с вместительными ящиками.
Комплектация:
• кровать-чердак (спальное место: Ш800хД1900 мм., без матраса)
• письменный стол, размеры: Ш1330хГ600хВ750 мм
• шкаф-купе для одежды
• стеллаж для книг
Основные параметры:
• Габариты: Д2235хГ840хВ1700 мм
• Спальное место: Ш800хД1900 мм
• Высота борта: 300 мм
• Ширина лестницы: 450 мм
• Рекомендуемая высота матраса: 50-150 мм
Примечание:
- Мебель универсальня, может быть собрана в лево- или правостороннем варианте.
Материал: Ламинированная ДСП, ступени лестницы - массив сосны, края лестницы, борта кровати декорированы противоударным кантом.",neutral
tr1991,"Сестренка совсем большая)) Последний звонок, на этот раз самый последний - 11 класс.",neutral
tr1992,"Прости, что не манты",neutral
tr1993,РОССИЯ-ЧЕХИЯ 4:1  КРАСАВЦЫ,positive
tr1994,почему удали какашку???,negative
tr1995,В НАС НЕТ СТРАХА!!!,neutral
tr1996,"Вид из моего окна, жесть как круто",positive
tr1997,"Хочу декоративного верблюдика🐪. Вот как чихуахуа, только верблюдика. Буду таскать его с собой на тренировки и научу, чтоб плевался в кого покажу.☺️😈😌🌺🌸 @ CrossFit Marine Bay",positive
tr1998,Откройте Интернет заново!,neutral
tr1999,"я правильно понял, что у нас теперь с Европой снова +2 часа всего разница?",neutral
tr2000,"Рив Гош, или несколько слов о воровстве.",negative
tr2001,"Давай со мной за звездами 🌟😍😌
Давай наберем их гроздями😇✨",positive
tr2002,капыць)) -реклама тонального крема)))))),neutral
tr2003,"Понял, да?)",neutral
tr2004,Макс Буркацкий в читальном зале на 14 этаже МГУ.,neutral
tr2005,Скоро приеду 😌,positive
tr2006,ищу на борт 4 человека!Сразу же отплываем!,neutral
tr2007,А эту слышал с физрука?😊,neutral
tr2008,Счастливые и красивые! Девочки мои!))),positive
tr2009,как быстро можна до 5 лвл дакачатся?,neutral
tr2010,"Представитель какого-то американского издательства предложил купить несколько моих фото под а4 календарь, как вы считаете, оно надо?",neutral
tr2011,Ты самая классная....,positive
tr2012,"[id18510949| - этот человек, ворюга поганая!!!",negative
tr2013,"Имейте единицы друзей, но достойных💋",neutral
tr2014,авочка-бенч!!!,positive
tr2015,4 минуты: полет нормальный.,positive
tr2016,Вопрос для Владимира Вольфовича: В чем квинтэссенция потенциальной основы вашей весьма одиозной парадигмы политической амбивалентности?,neutral
tr2017,Виктор Илюхин о Евреях,neutral
tr2018,"Я знаю, где твое самое безопасное место на свете . - Где? - За моей спиной..",positive
tr2019,куплю 1 нож для бумаги,neutral
tr2020,"- Ты куда, а?
- Как всегда на тренировку.
- Ты же сказал, что нет сил стоять на ногах.
- Но это не значит, что я не пойду на тренировку.",neutral
tr2021,Ребята мы ведь можем по 4 часа в день трудиться. нас рабски используют.Платят медный грош или совсем забывают заплатить.,negative
tr2022,"#горит #зил
склад покрышек знатно коптит",neutral
tr2023,Юта. Ну или что там в нее вселилось....,neutral
tr2024,Лови позитивчик от ♥  ♥,positive
tr2025,Не переступить бы тонкую черту между студентом и рядовым))),neutral
tr2026,"Бесят мудоебы, которые говорят о чем-то со стопроцентной уверенностью. Это же пиздец. Причем так могут говорить только о том, чего они в жизни не знают. Я вот, например, стопроцентно уверен, что такие люди долбоебы и пидарасы.",negative
tr2027,"Женщина всегда должна любить человека выше себя, или она должна быть так обманута, что поверит в это.",neutral
tr2028,"Ну, лицемерные, лживые, подлые суки, отвечайте!
Добропорядочные и правильные тоже отвечайте!",negative
tr2029,"Когда пытаешься сватать подругу, а она в ответ:",neutral
tr2030,"- Отдать тебе любовь?
- Отдай.
- Она в грязи.
- Отдай в грязи.
- Я погадать хочу.
- Гадай
- Еще спросить хочу.
- Спроси.
- Допустим, постучусь.
- Впущу.
- Допустим, позову.
- Приду.
- А если там беда?
- В беду.
- А если обману?
- Прощу
- ""Спой!"" - прикажу тебе.
- Спою.
- Запри для друга дверь.
- Запру.
- Скажу тебе: убей!
- Убью.
- Скажу тебе: умри!
- Умру.
- А если захлебнусь?
- Спасу.
- А если будет боль?
- Стерплю.
- А если вдруг стена?
- Снесу.
- А если узел?
- Разрублю.
- А если сто узлов?
- И сто.
- Любовь тебе отдать?
- Любовь.
- Не будет этого!
- За что?!
- За то, что не люблю рабов.

-Роберт Рождественский",neutral
tr2031,"Береги тех, кто рядом, цени того, кто забыл свою гордость ради тебя, кто многое прощал и всегда ждал... Бог посылает нам таких людей лишь однажды.",positive
tr2032,"Для моей подружки
мягкая игрушка...",neutral
tr2033,"Назарий, привет! Я выбирала между тобой и Ярославом. Ответ смотри здесь:",neutral
