id,system,status,attempts,errors_attempt_1,errors_attempt_2,drug,indication,positive_effect,adverse_reaction,evidence,evidence_not_in_text,items_without_evidence,items_not_in_text,prompt_tokens,completion_tokens,seconds,gold_drug,gold_indication,gold_positive_effect,gold_adverse_reaction,text
3188437,final,valid,1,,,Полиоксидоний,ринит,,сильная отечность и заложенность носа | дикая реакция на полиоксидоний у маленького ребенка,препарат Полиоксидоний для закапывания в нос | появилась сильная отечность и заложенность носа | дикая реакция на полиоксидоний обнаружилась у маленького ребенка,0,1,0,1485,131,7.26,Полиоксидония | Полиоксидоний,ринит | отечность | заложенность носа | отечности носа,,,"Увидела активную рекламу препарата Полиоксидония и вспомнила о своем опыте его применения.
Опыт был коротким и негативным для меня.
Восемь лет назад меня сильно беспокоил ринит неясной этилогии и врач - иммунолог выписала мне суперэффективный гипоаллергенный препарат Полиоксидоний для закапывания в нос.
Я сразу заметила, что с препарат мне не подходит - появилась сильная отечность и заложенность носа.
Сообщила об этом врачу, на что был получен категоричный ответ, что быть такого не может.
Что ж, врачам, наверно, стоит верить, в особенности докторам наук ) Но, ситуация отечности носа усугублялась и чувствовала себя мелким гнусавым слоненком.
И о чудо, дикая реакция на полиоксидоний обнаружилась у маленького ребенка.
На что я получила комментарий врача, что вероятно производитель начал добавлять в него что-то лишнее.
Напомню, это было восемь лет назад.
Препарат уже в то время был дорогим.
Интересно, до какой степени Полиоксидоний разбодяжен сейчас.
Будьте осторожны в его применении."
2702457,version_1,valid,1,,,бензодиазепины | сонапакс | галоперидол | трифтазин | аминазин | азалептин,бессонница,азалептин хорошо справляется с бессонницей,"аминазин имеет побочные эффекты, но меньше, чем у других препаратов",Не помогали ни бензодиазепины ни сонапакс ни галоперидол ни трифтазин | Аминазин помогал но от него сильно много побочных | И лишь только азалептин-хорошо справляется с бессонницей но имеет побочных меньше чем аминазин,0,0,0,229,189,8.48,бензодиазепины | сонапакс | галоперидол | трифтазин | Аминазин | азалептин,бессонница | Не мог засыпать сутками | бессонницей,Аминазин помогал | хорошо справляется с бессонницей,,"Я с детства состою на учете у психиатра.
Одним из симптомов моего заболевания-с 5 лет упорная бессонница.
Не мог засыпать сутками.
Не помогали ни бензодиазепины ни сонапакс ни галоперидол ни трифтазин.
Аминазин помогал но от него сильно много побочных.
И лишь только азалептин-хорошо справляется с бессонницей но имеет побочных меньше чем аминазин."
2702457,final,valid,1,,,бензодиазепины | сонапакс | галоперидол | трифтазин | аминазин | азалептин,бессонница,хорошо справляется с бессонницей,много побочных | имеет побочных меньше чем аминазин,Не помогали ни бензодиазепины ни сонапакс ни галоперидол ни трифтазин | Аминазин помогал но от него сильно много побочных | азалептин-хорошо справляется с бессонницей но имеет побочных меньше чем аминазин,0,0,0,1273,177,8.41,бензодиазепины | сонапакс | галоперидол | трифтазин | Аминазин | азалептин,бессонница | Не мог засыпать сутками | бессонницей,Аминазин помогал | хорошо справляется с бессонницей,,"Я с детства состою на учете у психиатра.
Одним из симптомов моего заболевания-с 5 лет упорная бессонница.
Не мог засыпать сутками.
Не помогали ни бензодиазепины ни сонапакс ни галоперидол ни трифтазин.
Аминазин помогал но от него сильно много побочных.
И лишь только азалептин-хорошо справляется с бессонницей но имеет побочных меньше чем аминазин."
2703065,version_1,valid,1,,,,вирусное заболевание,,,Начала пить при первых симптомах болезни. | Удобно что только одну капсулу в день надо пить.,0,1,0,303,73,4.31,Ринзу Сип,вирусным заболеванием | сопли | чихание | слезятся глаза | болит горло | постуды,,,"Недавно заболела явно вирусным заболеванием, сопли, чихание, слезятся глаза и при этом еще сильно болит горло.
По совету нескольких знакомых, не пожалела денег и купила в аптеке этот противовирусный препарат в надежеде на быстрое выздоровлеие.
Все его хвалили Начала пить при первых симптомах болезни.
Удобно что только одну капсулу в день надо пить.
Но к моему разочарованию пропив его 5 дней помощи от него никакой не почувствовала.
Лучше уж просто пить Ринзу Сип, она хоть симптомы постуды хорошо снимает и стоит недорого.
а этот преперат для меня оказался абсолютно бесполезным"
2703065,final,valid,1,,,противовирусный препарат,вирусное заболевание,,,противовирусный препарат | пропив его 5 дней помощи от него никакой не почувствовала,0,1,0,1347,70,4.79,Ринзу Сип,вирусным заболеванием | сопли | чихание | слезятся глаза | болит горло | постуды,,,"Недавно заболела явно вирусным заболеванием, сопли, чихание, слезятся глаза и при этом еще сильно болит горло.
По совету нескольких знакомых, не пожалела денег и купила в аптеке этот противовирусный препарат в надежеде на быстрое выздоровлеие.
Все его хвалили Начала пить при первых симптомах болезни.
Удобно что только одну капсулу в день надо пить.
Но к моему разочарованию пропив его 5 дней помощи от него никакой не почувствовала.
Лучше уж просто пить Ринзу Сип, она хоть симптомы постуды хорошо снимает и стоит недорого.
а этот преперат для меня оказался абсолютно бесполезным"
2513399,version_1,valid,1,,,экстракт валерианы | валериана,"ситуации, когда нужно успокоиться | справляться с эмоциями",успокаивает нервы | успокаивает желудочно-кишечный тракт,,"Перед уходом на работу выпивала таблетку. В обед вторую и перед сном третью. | Теперь принимаю валериану время от времени, по необходимости. | Она по-прежнему присутствует в моей аптечке и успокаивает не только нервы, но и желудочно-кишечный тракт.",0,2,0,408,185,8.63,валерианы | валериана | валериану,выходим из себя | злимся | ругаемся | спокойнее | эмоциями | успокаивает не только нервы,"помогала мне справляться эмоциями | успокаивает не только нервы, но и желудочно-кишечный тракт",,"Всем доброго здравия!
В жизни каждого из нас бывают ситуации когда мы выходим из себя, злимся, ругаемся.
Чтобы спокойнее пережить такие минуты, существует множество успокоительных препаратов.
Одним из них для меня уже длительное время является экстракт валерианы.
Когда я работала в магазине, целый день приходилось общаться с большим колличеством людей, а люди, как известно разные.
Перед уходом на работу выпивала таблетку.
В обед вторую и перед сном третью.
Может включалось мое подсознание, может самовнушение, но валериана помогала мне справляться эмоциями.
Но всю жизнь на таблетках жить не будешь и в итоге я все же сменила работу.
Теперь принимаю валериану время от времени, по необходимости.
Она по-прежнему присутствует в моей аптечке и успокаивает не только нервы, но и желудочно-кишечный тракт.
Желаю всем доброго здоровья и чтобы вы как можно реже пользовались своей аптечкой!
Время использования: Несколько лет"
2513399,final,valid,1,,,экстракт валерианы,нервы,справлялась эмоциями | успокаивает,,"валериана помогала мне справляться эмоциями | Она по-прежнему присутствует в моей аптечке и успокаивает не только нервы, но и желудочно-кишечный тракт",0,0,0,1452,112,6.5,валерианы | валериана | валериану,выходим из себя | злимся | ругаемся | спокойнее | эмоциями | успокаивает не только нервы,"помогала мне справляться эмоциями | успокаивает не только нервы, но и желудочно-кишечный тракт",,"Всем доброго здравия!
В жизни каждого из нас бывают ситуации когда мы выходим из себя, злимся, ругаемся.
Чтобы спокойнее пережить такие минуты, существует множество успокоительных препаратов.
Одним из них для меня уже длительное время является экстракт валерианы.
Когда я работала в магазине, целый день приходилось общаться с большим колличеством людей, а люди, как известно разные.
Перед уходом на работу выпивала таблетку.
В обед вторую и перед сном третью.
Может включалось мое подсознание, может самовнушение, но валериана помогала мне справляться эмоциями.
Но всю жизнь на таблетках жить не будешь и в итоге я все же сменила работу.
Теперь принимаю валериану время от времени, по необходимости.
Она по-прежнему присутствует в моей аптечке и успокаивает не только нервы, но и желудочно-кишечный тракт.
Желаю всем доброго здоровья и чтобы вы как можно реже пользовались своей аптечкой!
Время использования: Несколько лет"
828556,version_1,invalid,1,"поле ""evidence"" должно быть списком строк",,Амиксин,Першило горло | Слабость | Небольшой озноб,,Боль в области почек | Выдавливание глаз изнутри | Кашель | Отек лица | Ужасная слабость,"По истечении 24 часов стало полегче, но после приема второй таблетки состояние резко ухудшилось. Связываю свое состояние только с действием Амиксина, потому что после его отмены мое состояние резко пошло на улучшение.",1,9,0,363,164,8.05,Амиксин | Амиксина,Першило горло | Слабость | озноб,стало полегче,боль в области почек | Глаза изнутри выдавливало | кашель сорвал все горло | лицо отекло | слабость,"Начала принимать Амиксин при первых симптомах:Першило горло, Слабость, небольшой озноб.
Через два часа после приема состояние значительно ухудшилось, к вечеру появились боль в области почек.
По истечении 24часов стало полегче-думала болезнь пошла на спад... АГА!
Выпила вторую таблетку, как прописано через сутки-На меня сразу напали все болезни мира-Глаза изнутри выдавливало, кашель сорвал все горло, я себя буквально по частям отрывала от дивана, что бы подняться, лицо отекло, слабость ужасная.
Я всегда хорошо переносила все заболевания, но это было нечто.
Связываю свое состояние только с действием Амиксина, потому что после его отмены мое состояние резко пошло на улучшение.
Никому не советую его принимать!
Общее впечатление : Ужасное побочное действие"
828556,final,valid,1,,,Амиксин,першение в горле | слабость | небольшой озноб,,боль в области почек | боль в горле | кашель | отек лица | слабость,"Через два часа после приема состояние значительно ухудшилось, к вечеру появились боль в области почек. | На меня сразу напали все болезни мира-Глаза изнутри выдавливало, кашель сорвал все горло, я себя буквально по частям отрывала от дивана, что бы подняться, лицо отекло, слабость ужасная. | Связываю свое состояние только с действием Амиксина, потому что после его отмены мое состояние резко пошло на улучшение.",0,1,0,1407,214,10.6,Амиксин | Амиксина,Першило горло | Слабость | озноб,стало полегче,боль в области почек | Глаза изнутри выдавливало | кашель сорвал все горло | лицо отекло | слабость,"Начала принимать Амиксин при первых симптомах:Першило горло, Слабость, небольшой озноб.
Через два часа после приема состояние значительно ухудшилось, к вечеру появились боль в области почек.
По истечении 24часов стало полегче-думала болезнь пошла на спад... АГА!
Выпила вторую таблетку, как прописано через сутки-На меня сразу напали все болезни мира-Глаза изнутри выдавливало, кашель сорвал все горло, я себя буквально по частям отрывала от дивана, что бы подняться, лицо отекло, слабость ужасная.
Я всегда хорошо переносила все заболевания, но это было нечто.
Связываю свое состояние только с действием Амиксина, потому что после его отмены мое состояние резко пошло на улучшение.
Никому не советую его принимать!
Общее впечатление : Ужасное побочное действие"
2448225,version_1,valid,1,,,Афлубин,,,,"Давала как и заявлено- по 1 капле в день. | Нам не помогал, болели часто.",0,1,0,257,61,3.61,Афлубин,профилактики,,,"Афлубин я приобрела перед первым походом в сад младшей дочки, для профилактики.
Давала как и заявлено- по 1 капле в день.
Нам не помогал, болели часто.
На приеме у нашего педиатра, решила я получить консультацию по поводу этого препарата, и мне дали ясно понять, что от него толку нет и не будет, то же самое что заниматься самовнушением.
Так что возлагать большие и светлые надежды на Афлубин не стоит, лучше вообще даром не тратиться."
2448225,final,valid,1,,,Афлубин,профилактика,,,"Афлубин я приобрела перед первым походом в сад младшей дочки, для профилактики. | Нам не помогал, болели часто. | то же самое что заниматься самовнушением. | возлагать большие и светлые надежды на Афлубин не стоит",0,0,0,1301,117,5.84,Афлубин,профилактики,,,"Афлубин я приобрела перед первым походом в сад младшей дочки, для профилактики.
Давала как и заявлено- по 1 капле в день.
Нам не помогал, болели часто.
На приеме у нашего педиатра, решила я получить консультацию по поводу этого препарата, и мне дали ясно понять, что от него толку нет и не будет, то же самое что заниматься самовнушением.
Так что возлагать большие и светлые надежды на Афлубин не стоит, лучше вообще даром не тратиться."
2818054,version_1,invalid,1,"фрагмента evidence ""слабость, резь в желудке, которые в свою очередь вызвали (понос), очень сильно крутило в костях и неприятная ноющая боль в суставах, шум в ушах и потемнение в глазах, тошнота и потеря сознания, жар, поднялась температура резко до 38, пот, лихорадка и дрожь"" нет в тексте отзыва дословно",,Лавомакс,грип | ангина (ОРЗ),прошел грип и ангина,страшная сыпь по всему телу | слабость | резь в желудке | понос | крутило в костях | неприятная ноющая боль в суставах | шум в ушах | потемнение в глазах | тошнота | потеря сознания | жар | повышенная температура | дрожь,"появилась страшная сыпь по всему телу в виде мелких водяных болячек, красного цвета, по виду похожая на герпес, которая пять дней не СХОДИЛА и сильно чесалась, зудела и доставляла очень неприятные ощущения, а так же по всему лицу эта сыпь в большом количестве ВЫСЫПАЛО и оставила шрамы | слабость, резь в желудке, которые в свою очередь вызвали (понос), очень сильно крутило в костях и неприятная ноющая боль в суставах, шум в ушах и потемнение в глазах, тошнота и потеря сознания, жар, поднялась температура резко до 38, пот, лихорадка и дрожь",1,15,0,498,383,16.63,Лавомакс | Лавомакса,грип | ангина | ОРЗ,грип и ангина (ОРЗ) прошли,сыпь по всему телу | герпес | чесалась | зудела | сыпь | шрамы | слабость | рези в желудке | понос | крутило в костях | ноющая боль в суставах | шум в ушах | потемнение в глазах | тошнота | потеря сознания | жар | температура резко до 38 | пот | лихорадка | дрожь | сыпи,"После приема препарата Лавомакс, появилась страшная сыпь по всему телу в виде мелких водяных болячек, красного цвета, по виду похожая на герпес, которая пять дней не СХОДИЛА и сильно чесалась, зудела и доставляла очень неприятные ощущения, а так же по всему лицу эта сыпь в большом количестве ВЫСЫПАЛО и оставила шрамы .
И еще после приема Лавомакса появилась слабость, рези в желудке, которые в свою очередь вызвали (понос), очень сильно крутило в костях и неприятная ноющая боль в суставах, шум в ушах и потемнение в глазах, тошнота и потеря сознания, жар, поднялась температура резко до 38, пот, лихорадка и дрожь.
И так через двое суток я пришла в нормальное состояние .
А именно грип и ангина (ОРЗ) прошли после приема Лавомакса, но потом ВЫСЫПАЛО сыпь, о которой я написала выше .
Так вот, эту сыпь я лечила в течении пяти дней, но она так и не исчезла, пока я не СХОДИЛА в ПАРИЛКУ и не ПРОПАРИЛАСЬ в бане !!!
И только после этого, ровно через час, я избавилась от сыпи !
Лавомакс опасен для жизни!!"
2818054,final,valid,1,,,Лавомакс,грип | ангина | ОРЗ,прошли,сыпь | слабость | резь в желудке | понос | крутило в костях | неприятная ноющая боль в суставах | шум в ушах | потемнение в глазах | тошнота | пот | лихорадка | дрожь,"После приема препарата Лавомакс, появилась страшная сыпь по всему телу | слабость, рези в желудке, которые в свою очередь вызвали (понос) | очень сильно крутило в костях и неприятная ноющая боль в суставах | шум в ушах и потемнение в глазах | тошнота и потеря сознания | жар, поднялась температура резко до 38, пот, лихорадка и дрожь",0,4,0,1542,270,13.6,Лавомакс | Лавомакса,грип | ангина | ОРЗ,грип и ангина (ОРЗ) прошли,сыпь по всему телу | герпес | чесалась | зудела | сыпь | шрамы | слабость | рези в желудке | понос | крутило в костях | ноющая боль в суставах | шум в ушах | потемнение в глазах | тошнота | потеря сознания | жар | температура резко до 38 | пот | лихорадка | дрожь | сыпи,"После приема препарата Лавомакс, появилась страшная сыпь по всему телу в виде мелких водяных болячек, красного цвета, по виду похожая на герпес, которая пять дней не СХОДИЛА и сильно чесалась, зудела и доставляла очень неприятные ощущения, а так же по всему лицу эта сыпь в большом количестве ВЫСЫПАЛО и оставила шрамы .
И еще после приема Лавомакса появилась слабость, рези в желудке, которые в свою очередь вызвали (понос), очень сильно крутило в костях и неприятная ноющая боль в суставах, шум в ушах и потемнение в глазах, тошнота и потеря сознания, жар, поднялась температура резко до 38, пот, лихорадка и дрожь.
И так через двое суток я пришла в нормальное состояние .
А именно грип и ангина (ОРЗ) прошли после приема Лавомакса, но потом ВЫСЫПАЛО сыпь, о которой я написала выше .
Так вот, эту сыпь я лечила в течении пяти дней, но она так и не исчезла, пока я не СХОДИЛА в ПАРИЛКУ и не ПРОПАРИЛАСЬ в бане !!!
И только после этого, ровно через час, я избавилась от сыпи !
Лавомакс опасен для жизни!!"
547905,version_1,valid,1,,,супрастин,,,острая аллергическая реакция - обморок,после 1 мг супрастина ребенку стало лучше,0,1,0,212,69,3.81,,,ребенку стало лучше,аллергическая реакция | обморок,"назначен препарат был ребенку в 1,5 года. но я долго думала.
решилась, когда исполнилось 2 года.
После третьего укола возникла острая аллергическая реакция - обморок!!!
после 1 мг супрастина ребенку стало лучше.
врач в реанимации на нас так орал, что этот препарат - архаизм, в развитых странах уже запрещен!!!"
547905,final,valid,1,,,препарат,не указано,,острая аллергическая реакция - обморок,После третьего укола возникла острая аллергическая реакция - обморок!!!,0,2,1,1256,74,4.02,,,ребенку стало лучше,аллергическая реакция | обморок,"назначен препарат был ребенку в 1,5 года. но я долго думала.
решилась, когда исполнилось 2 года.
После третьего укола возникла острая аллергическая реакция - обморок!!!
после 1 мг супрастина ребенку стало лучше.
врач в реанимации на нас так орал, что этот препарат - архаизм, в развитых странах уже запрещен!!!"
591900,version_1,valid,1,,,Фенистил Пенцивир,аллергия на непонятный продукт | усиление зуда после укусов комаров,,,"Крем для наружного применения Фенистил Пенцивир нам посоветовала педиатр из поликлиники как средство против аллергии наружное. | Мы пробовали, когда была просто аллергия на непонятный нам продукт - легче не стало. | Потом попробовали его намазать летом - покусали комарики, да еще и расчесали - не помог тоже. | Мне кажется, что он не эффективен.",0,1,0,326,182,7.84,Фенистил Пенцивир,аллергии | аллергия,,,"Крем для наружного применения Фенистил Пенцивир нам посоветовала педиатр из поликлиники как средство против аллергии наружное.
Я согласна с тем, что на разных людей одинаковые средства действуют по-разному.
Мы пробовали, когда была просто аллергия на непонятный нам продукт - легче не стало.
Потом попробовали его намазать летом - покусали комарики, да еще и расчесали - не помог тоже.
Конечно, может нужно его использовать в комплексе с внутренними препаратами, но как отдельное средство он нам не помог.
Я тоже пострадала от укусов комаров летом, тоже мазалась и тоже как чесалась так и чесалась.
Мне кажется, что он не эффективен.
Общее впечатление : Несколько раз использовали RATING 2 NOTE"
591900,final,valid,1,,,Фенистил Пенцивир,аллергия,,,"намазать летом - покусали комарики, да еще и расчесали - не помог тоже | Мне кажется, что он не эффективен",0,2,0,1370,78,4.61,Фенистил Пенцивир,аллергии | аллергия,,,"Крем для наружного применения Фенистил Пенцивир нам посоветовала педиатр из поликлиники как средство против аллергии наружное.
Я согласна с тем, что на разных людей одинаковые средства действуют по-разному.
Мы пробовали, когда была просто аллергия на непонятный нам продукт - легче не стало.
Потом попробовали его намазать летом - покусали комарики, да еще и расчесали - не помог тоже.
Конечно, может нужно его использовать в комплексе с внутренними препаратами, но как отдельное средство он нам не помог.
Я тоже пострадала от укусов комаров летом, тоже мазалась и тоже как чесалась так и чесалась.
Мне кажется, что он не эффективен.
Общее впечатление : Несколько раз использовали RATING 2 NOTE"
591856,version_1,valid,1,,,ИРС-19,золотистый стафилококк,,,"Начала сдавать анализы на все (да, на ВСЕ. Полностью. Температура уже прошла, но анализы ходила сдавать) | На глаз никаких изменений не наблюдала | И что вы думаете? Стафилококк оказался при мне",0,1,0,439,119,5.83,ИРС-19 | Ирса,температруа | простуды | температура | золотистый стафилококк | стафилококк,,,"Держалась долго температруа (для простуды было слишком много времени, температура должна была уже спасть).
Начала сдавать анализы на все (да, на ВСЕ.
Полностью.
Температура уже прошла, но анализы ходила сдавать) Нашли золотистый стафилококк.
Как мне сказали, то вещь не опасная, но лечить надо.
Температура от него могла держаться.
И выписали ИРС-19.
Врач сказал, что это ""чудо лекарство"" поможет от всего.
Денег стоил приличных.
Отличная упаковка, которая мне напоминает балончик.
Начала использовать (все точно по инструкции).
На глаз никаких изменений не наблюдала.
Пошла сдавать повторно анализы - опять стафилококк.
Еще один ""балончик"" Ирса - сдача анализов.
И что вы думаете?
Стафилококк оказался при мне.
Так что никакого эффекта от этого лекарства я не наблюдаю.
Выкинутые деньги и все.
Хотя, может это мой организм такой?
Не знаю, но пользоваться им больше не буду Общее впечатление : Для тех, у кого лишние деньги RATING 3 NOTE"
591856,final,valid,1,,,ИРС-19,простуда | стафилококк,,,"Начала использовать (все точно по инструкции). | На глаз никаких изменений не наблюдала. | И что вы думаете?
Стафилококк оказался при мне.",0,2,0,1483,94,5.72,ИРС-19 | Ирса,температруа | простуды | температура | золотистый стафилококк | стафилококк,,,"Держалась долго температруа (для простуды было слишком много времени, температура должна была уже спасть).
Начала сдавать анализы на все (да, на ВСЕ.
Полностью.
Температура уже прошла, но анализы ходила сдавать) Нашли золотистый стафилококк.
Как мне сказали, то вещь не опасная, но лечить надо.
Температура от него могла держаться.
И выписали ИРС-19.
Врач сказал, что это ""чудо лекарство"" поможет от всего.
Денег стоил приличных.
Отличная упаковка, которая мне напоминает балончик.
Начала использовать (все точно по инструкции).
На глаз никаких изменений не наблюдала.
Пошла сдавать повторно анализы - опять стафилококк.
Еще один ""балончик"" Ирса - сдача анализов.
И что вы думаете?
Стафилококк оказался при мне.
Так что никакого эффекта от этого лекарства я не наблюдаю.
Выкинутые деньги и все.
Хотя, может это мой организм такой?
Не знаю, но пользоваться им больше не буду Общее впечатление : Для тех, у кого лишние деньги RATING 3 NOTE"
275243,version_1,valid,1,,,Глицин,плаксивость | психованность | капризность,,,"Это к тому что на фоне всего происходящего он стал очень плаксивый, психованный, капризный | она с медсестрой покумекала и они пришли к решению что нам нужно выписать Успокоительное средство ""Глицин"" принимать в течении одного месяца | принимали в течении месяца не помогло абсолютно какой был нервный, психованный, такой и остался | так же может среди ночи проснуться с итерикой и ""Глицин"" не помог справиться ни с одной проблемой",0,0,0,365,191,8.34,Глицин,нервный | психованный,,плаксивый | психованный | капризный,"У меня сынок сейчас ему 2,2 годика.
Год назад мы переехали с ДВ в Москву летели самолетом, в 1,5 года мы отправили его в ясли, хотя он сам по себе мамин сынок, от мамы ни на шаг, очень тяжело переносили адаптацию.
Потом еще два далеких перелета за месяц в отпуск.
Это к тому что на фоне всего происходящего он стал очень плаксивый, психованный, капризный, я будучи очень обеспокоенна его состоянием пошла к детскому неврологу, она с медсестрой покумекала и они пришли к решению что нам нужно выписать Успокоительное средство ""Глицин"" принимать в течении одного месяца, принимали в течении месяца не помогло абсолютно какой был нервный, психованный, такой и остался, так же может среди ночи проснуться с итерикой и ""Глицин"" не помог справиться ни с одной проблемой.
Время использования: 1 месяц"
275243,final,valid,1,,,Глицин,плаксивость | психованность | капризность,,,"нам нужно выписать Успокоительное средство ""Глицин"" | ""Глицин"" не помог справиться ни с одной проблемой",0,3,0,1409,81,4.87,Глицин,нервный | психованный,,плаксивый | психованный | капризный,"У меня сынок сейчас ему 2,2 годика.
Год назад мы переехали с ДВ в Москву летели самолетом, в 1,5 года мы отправили его в ясли, хотя он сам по себе мамин сынок, от мамы ни на шаг, очень тяжело переносили адаптацию.
Потом еще два далеких перелета за месяц в отпуск.
Это к тому что на фоне всего происходящего он стал очень плаксивый, психованный, капризный, я будучи очень обеспокоенна его состоянием пошла к детскому неврологу, она с медсестрой покумекала и они пришли к решению что нам нужно выписать Успокоительное средство ""Глицин"" принимать в течении одного месяца, принимали в течении месяца не помогло абсолютно какой был нервный, психованный, такой и остался, так же может среди ночи проснуться с итерикой и ""Глицин"" не помог справиться ни с одной проблемой.
Время использования: 1 месяц"
2660532,version_1,valid,1,,,успокаивающий сироп зайчонок,вредный и капризный ребенок,ребенок стал послушным | появилась усидчивость | ребенок стал запоминать стишки,,"Безопасно для ребенка. | Строп можно деткам с 3 лет. | Всем подругам советую, если есть проблемы в воспитании детей.",0,5,0,259,121,5.29,зайчонок,вредный | капризный | послушный | усидчивость,сейчас ребенок послушный | появилась усидчивость | больше стишков стал запоминать,,"Нам не помог, результата не заметила, ребенок как был вредный и капризный, такой и остался.
Потом врач прописал нам успокаивающий сироп зайчонок, в составе только трав и натуральные соки.
Безопасно для ребенка.
Курс приема всего 2 недели, сейчас ребенок послушный, больше стали с ним разговаривать, появилась усидчивость, больше стишков стал запоминать, и в садике стали хвалить.
Строп можно деткам с 3 лет.
Всем подругам советую, если есть проблемы в воспитании детей."
