id,system,status,attempts,errors_attempt_1,errors_attempt_2,json_ok,schema_ok,all_ok,prompt_tokens,completion_tokens,seconds,evidence_not_in_text,items_without_evidence,items_not_in_text,n_items,drug_tp,drug_fp,drug_fn,drug_fp_items,drug_fn_items,indication_tp,indication_fp,indication_fn,indication_fp_items,indication_fn_items,positive_effect_tp,positive_effect_fp,positive_effect_fn,positive_effect_fp_items,positive_effect_fn_items,adverse_reaction_tp,adverse_reaction_fp,adverse_reaction_fn,adverse_reaction_fp_items,adverse_reaction_fn_items,drug,indication,positive_effect,adverse_reaction,evidence,gold_drug,gold_indication,gold_positive_effect,gold_adverse_reaction,text
3188437,final,valid,1,,,True,True,True,1485,131,7.26,0,1,0,4,1,0,0,,,1,0,2,,отечность | заложенность носа,0,0,0,,,0,2,0,сильная отечность и заложенность носа | дикая реакция на полиоксидоний у маленького ребенка,,Полиоксидоний,ринит,,сильная отечность и заложенность носа | дикая реакция на полиоксидоний у маленького ребенка,препарат Полиоксидоний для закапывания в нос | появилась сильная отечность и заложенность носа | дикая реакция на полиоксидоний обнаружилась у маленького ребенка,Полиоксидония | Полиоксидоний,ринит | отечность | заложенность носа | отечности носа,,,"Увидела активную рекламу препарата Полиоксидония и вспомнила о своем опыте его применения.
Опыт был коротким и негативным для меня.
Восемь лет назад меня сильно беспокоил ринит неясной этилогии и врач - иммунолог выписала мне суперэффективный гипоаллергенный препарат Полиоксидоний для закапывания в нос.
Я сразу заметила, что с препарат мне не подходит - появилась сильная отечность и заложенность носа.
Сообщила об этом врачу, на что был получен категоричный ответ, что быть такого не может.
Что ж, врачам, наверно, стоит верить, в особенности докторам наук ) Но, ситуация отечности носа усугублялась и чувствовала себя мелким гнусавым слоненком.
И о чудо, дикая реакция на полиоксидоний обнаружилась у маленького ребенка.
На что я получила комментарий врача, что вероятно производитель начал добавлять в него что-то лишнее.
Напомню, это было восемь лет назад.
Препарат уже в то время был дорогим.
Интересно, до какой степени Полиоксидоний разбодяжен сейчас.
Будьте осторожны в его применении."
2702457,version_1,valid,1,,,True,True,True,229,189,8.48,0,0,0,9,6,0,0,,,1,0,1,,Не мог засыпать сутками,1,0,1,,Аминазин помогал,0,1,0,"аминазин имеет побочные эффекты, но меньше, чем у других препаратов",,бензодиазепины | сонапакс | галоперидол | трифтазин | аминазин | азалептин,бессонница,азалептин хорошо справляется с бессонницей,"аминазин имеет побочные эффекты, но меньше, чем у других препаратов",Не помогали ни бензодиазепины ни сонапакс ни галоперидол ни трифтазин | Аминазин помогал но от него сильно много побочных | И лишь только азалептин-хорошо справляется с бессонницей но имеет побочных меньше чем аминазин,бензодиазепины | сонапакс | галоперидол | трифтазин | Аминазин | азалептин,бессонница | Не мог засыпать сутками | бессонницей,Аминазин помогал | хорошо справляется с бессонницей,,"Я с детства состою на учете у психиатра.
Одним из симптомов моего заболевания-с 5 лет упорная бессонница.
Не мог засыпать сутками.
Не помогали ни бензодиазепины ни сонапакс ни галоперидол ни трифтазин.
Аминазин помогал но от него сильно много побочных.
И лишь только азалептин-хорошо справляется с бессонницей но имеет побочных меньше чем аминазин."
2702457,version_2_no_retry,valid,1,,,True,True,True,1273,177,8.41,0,0,0,10,6,0,0,,,1,0,1,,Не мог засыпать сутками,1,0,1,,Аминазин помогал,0,1,0,много побочных,,бензодиазепины | сонапакс | галоперидол | трифтазин | аминазин | азалептин,бессонница,хорошо справляется с бессонницей,много побочных | имеет побочных меньше чем аминазин,Не помогали ни бензодиазепины ни сонапакс ни галоперидол ни трифтазин | Аминазин помогал но от него сильно много побочных | АЗАЛЕПТИН-хорошо справляется с бессонницей но имеет побочных меньше чем аминазин,бензодиазепины | сонапакс | галоперидол | трифтазин | Аминазин | азалептин,бессонница | Не мог засыпать сутками | бессонницей,Аминазин помогал | хорошо справляется с бессонницей,,"Я с детства состою на учете у психиатра.
Одним из симптомов моего заболевания-с 5 лет упорная бессонница.
Не мог засыпать сутками.
Не помогали ни бензодиазепины ни сонапакс ни галоперидол ни трифтазин.
Аминазин помогал но от него сильно много побочных.
И лишь только азалептин-хорошо справляется с бессонницей но имеет побочных меньше чем аминазин."
2702457,final,valid,1,,,True,True,True,1273,177,8.41,0,0,0,10,6,0,0,,,1,0,1,,Не мог засыпать сутками,1,0,1,,Аминазин помогал,0,1,0,много побочных,,бензодиазепины | сонапакс | галоперидол | трифтазин | аминазин | азалептин,бессонница,хорошо справляется с бессонницей,много побочных | имеет побочных меньше чем аминазин,Не помогали ни бензодиазепины ни сонапакс ни галоперидол ни трифтазин | Аминазин помогал но от него сильно много побочных | азалептин-хорошо справляется с бессонницей но имеет побочных меньше чем аминазин,бензодиазепины | сонапакс | галоперидол | трифтазин | Аминазин | азалептин,бессонница | Не мог засыпать сутками | бессонницей,Аминазин помогал | хорошо справляется с бессонницей,,"Я с детства состою на учете у психиатра.
Одним из симптомов моего заболевания-с 5 лет упорная бессонница.
Не мог засыпать сутками.
Не помогали ни бензодиазепины ни сонапакс ни галоперидол ни трифтазин.
Аминазин помогал но от него сильно много побочных.
И лишь только азалептин-хорошо справляется с бессонницей но имеет побочных меньше чем аминазин."
2703065,version_1,valid,1,,,True,True,True,303,73,4.31,0,1,0,1,0,0,1,,Ринзу Сип,1,0,5,,сопли | чихание | слезятся глаза | болит горло | постуды,0,0,0,,,0,0,0,,,,вирусное заболевание,,,Начала пить при первых симптомах болезни. | Удобно что только одну капсулу в день надо пить.,Ринзу Сип,вирусным заболеванием | сопли | чихание | слезятся глаза | болит горло | постуды,,,"Недавно заболела явно вирусным заболеванием, сопли, чихание, слезятся глаза и при этом еще сильно болит горло.
По совету нескольких знакомых, не пожалела денег и купила в аптеке этот противовирусный препарат в надежеде на быстрое выздоровлеие.
Все его хвалили Начала пить при первых симптомах болезни.
Удобно что только одну капсулу в день надо пить.
Но к моему разочарованию пропив его 5 дней помощи от него никакой не почувствовала.
Лучше уж просто пить Ринзу Сип, она хоть симптомы постуды хорошо снимает и стоит недорого.
а этот преперат для меня оказался абсолютно бесполезным"
2703065,version_2_no_retry,valid,1,,,True,True,True,1347,70,4.79,0,1,0,2,0,1,1,противовирусный препарат,Ринзу Сип,1,0,5,,сопли | чихание | слезятся глаза | болит горло | постуды,0,0,0,,,0,0,0,,,противовирусный препарат,вирусное заболевание,,,противовирусный препарат | пропив его 5 дней помощи от него никакой не почувствовала,Ринзу Сип,вирусным заболеванием | сопли | чихание | слезятся глаза | болит горло | постуды,,,"Недавно заболела явно вирусным заболеванием, сопли, чихание, слезятся глаза и при этом еще сильно болит горло.
По совету нескольких знакомых, не пожалела денег и купила в аптеке этот противовирусный препарат в надежеде на быстрое выздоровлеие.
Все его хвалили Начала пить при первых симптомах болезни.
Удобно что только одну капсулу в день надо пить.
Но к моему разочарованию пропив его 5 дней помощи от него никакой не почувствовала.
Лучше уж просто пить Ринзу Сип, она хоть симптомы постуды хорошо снимает и стоит недорого.
а этот преперат для меня оказался абсолютно бесполезным"
2703065,final,valid,1,,,True,True,True,1347,70,4.79,0,1,0,2,0,1,1,противовирусный препарат,Ринзу Сип,1,0,5,,сопли | чихание | слезятся глаза | болит горло | постуды,0,0,0,,,0,0,0,,,противовирусный препарат,вирусное заболевание,,,противовирусный препарат | пропив его 5 дней помощи от него никакой не почувствовала,Ринзу Сип,вирусным заболеванием | сопли | чихание | слезятся глаза | болит горло | постуды,,,"Недавно заболела явно вирусным заболеванием, сопли, чихание, слезятся глаза и при этом еще сильно болит горло.
По совету нескольких знакомых, не пожалела денег и купила в аптеке этот противовирусный препарат в надежеде на быстрое выздоровлеие.
Все его хвалили Начала пить при первых симптомах болезни.
Удобно что только одну капсулу в день надо пить.
Но к моему разочарованию пропив его 5 дней помощи от него никакой не почувствовала.
Лучше уж просто пить Ринзу Сип, она хоть симптомы постуды хорошо снимает и стоит недорого.
а этот преперат для меня оказался абсолютно бесполезным"
2513399,version_1,valid,1,,,True,True,True,408,185,8.63,0,2,0,6,1,0,0,,,1,1,5,"ситуации, когда нужно успокоиться",выходим из себя | злимся | ругаемся | спокойнее | успокаивает не только нервы,1,0,1,,помогала мне справляться эмоциями,0,0,0,,,экстракт валерианы | валериана,"ситуации, когда нужно успокоиться | справляться с эмоциями",успокаивает нервы | успокаивает желудочно-кишечный тракт,,"Перед уходом на работу выпивала таблетку. В обед вторую и перед сном третью. | Теперь принимаю валериану время от времени, по необходимости. | Она по-прежнему присутствует в моей аптечке и успокаивает не только нервы, но и желудочно-кишечный тракт.",валерианы | валериана | валериану,выходим из себя | злимся | ругаемся | спокойнее | эмоциями | успокаивает не только нервы,"помогала мне справляться эмоциями | успокаивает не только нервы, но и желудочно-кишечный тракт",,"Всем доброго здравия!
В жизни каждого из нас бывают ситуации когда мы выходим из себя, злимся, ругаемся.
Чтобы спокойнее пережить такие минуты, существует множество успокоительных препаратов.
Одним из них для меня уже длительное время является экстракт валерианы.
Когда я работала в магазине, целый день приходилось общаться с большим колличеством людей, а люди, как известно разные.
Перед уходом на работу выпивала таблетку.
В обед вторую и перед сном третью.
Может включалось мое подсознание, может самовнушение, но валериана помогала мне справляться эмоциями.
Но всю жизнь на таблетках жить не будешь и в итоге я все же сменила работу.
Теперь принимаю валериану время от времени, по необходимости.
Она по-прежнему присутствует в моей аптечке и успокаивает не только нервы, но и желудочно-кишечный тракт.
Желаю всем доброго здоровья и чтобы вы как можно реже пользовались своей аптечкой!
Время использования: Несколько лет"
2513399,version_2_no_retry,valid,1,,,True,True,True,1452,112,6.5,0,0,0,4,1,0,0,,,1,0,5,,выходим из себя | злимся | ругаемся | спокойнее | эмоциями,2,0,0,,,0,0,0,,,экстракт валерианы,нервы,справлялась эмоциями | успокаивает,,"валериана помогала мне справляться эмоциями | она по-прежнему присутствует в моей аптечке и успокаивает не только нервы, но и желудочно-кишечный тракт",валерианы | валериана | валериану,выходим из себя | злимся | ругаемся | спокойнее | эмоциями | успокаивает не только нервы,"помогала мне справляться эмоциями | успокаивает не только нервы, но и желудочно-кишечный тракт",,"Всем доброго здравия!
В жизни каждого из нас бывают ситуации когда мы выходим из себя, злимся, ругаемся.
Чтобы спокойнее пережить такие минуты, существует множество успокоительных препаратов.
Одним из них для меня уже длительное время является экстракт валерианы.
Когда я работала в магазине, целый день приходилось общаться с большим колличеством людей, а люди, как известно разные.
Перед уходом на работу выпивала таблетку.
В обед вторую и перед сном третью.
Может включалось мое подсознание, может самовнушение, но валериана помогала мне справляться эмоциями.
Но всю жизнь на таблетках жить не будешь и в итоге я все же сменила работу.
Теперь принимаю валериану время от времени, по необходимости.
Она по-прежнему присутствует в моей аптечке и успокаивает не только нервы, но и желудочно-кишечный тракт.
Желаю всем доброго здоровья и чтобы вы как можно реже пользовались своей аптечкой!
Время использования: Несколько лет"
2513399,final,valid,1,,,True,True,True,1452,112,6.5,0,0,0,4,1,0,0,,,1,0,5,,выходим из себя | злимся | ругаемся | спокойнее | эмоциями,2,0,0,,,0,0,0,,,экстракт валерианы,нервы,справлялась эмоциями | успокаивает,,"валериана помогала мне справляться эмоциями | Она по-прежнему присутствует в моей аптечке и успокаивает не только нервы, но и желудочно-кишечный тракт",валерианы | валериана | валериану,выходим из себя | злимся | ругаемся | спокойнее | эмоциями | успокаивает не только нервы,"помогала мне справляться эмоциями | успокаивает не только нервы, но и желудочно-кишечный тракт",,"Всем доброго здравия!
В жизни каждого из нас бывают ситуации когда мы выходим из себя, злимся, ругаемся.
Чтобы спокойнее пережить такие минуты, существует множество успокоительных препаратов.
Одним из них для меня уже длительное время является экстракт валерианы.
Когда я работала в магазине, целый день приходилось общаться с большим колличеством людей, а люди, как известно разные.
Перед уходом на работу выпивала таблетку.
В обед вторую и перед сном третью.
Может включалось мое подсознание, может самовнушение, но валериана помогала мне справляться эмоциями.
Но всю жизнь на таблетках жить не будешь и в итоге я все же сменила работу.
Теперь принимаю валериану время от времени, по необходимости.
Она по-прежнему присутствует в моей аптечке и успокаивает не только нервы, но и желудочно-кишечный тракт.
Желаю всем доброго здоровья и чтобы вы как можно реже пользовались своей аптечкой!
Время использования: Несколько лет"
828556,version_1,invalid,1,"поле ""evidence"" должно быть списком строк",,True,False,False,363,164,8.05,1,9,0,9,1,0,0,,,3,0,0,,,0,0,1,,стало полегче,5,0,0,,,Амиксин,Першило горло | Слабость | Небольшой озноб,,Боль в области почек | Выдавливание глаз изнутри | Кашель | Отек лица | Ужасная слабость,"По истечении 24 часов стало полегче, но после приема второй таблетки состояние резко ухудшилось. Связываю свое состояние только с действием Амиксина, потому что после его отмены мое состояние резко пошло на улучшение.",Амиксин | Амиксина,Першило горло | Слабость | озноб,стало полегче,боль в области почек | Глаза изнутри выдавливало | кашель сорвал все горло | лицо отекло | слабость,"Начала принимать Амиксин при первых симптомах:Першило горло, Слабость, небольшой озноб.
Через два часа после приема состояние значительно ухудшилось, к вечеру появились боль в области почек.
По истечении 24часов стало полегче-думала болезнь пошла на спад... АГА!
Выпила вторую таблетку, как прописано через сутки-На меня сразу напали все болезни мира-Глаза изнутри выдавливало, кашель сорвал все горло, я себя буквально по частям отрывала от дивана, что бы подняться, лицо отекло, слабость ужасная.
Я всегда хорошо переносила все заболевания, но это было нечто.
Связываю свое состояние только с действием Амиксина, потому что после его отмены мое состояние резко пошло на улучшение.
Никому не советую его принимать!
Общее впечатление : Ужасное побочное действие"
828556,version_2_no_retry,valid,1,,,True,True,True,1407,214,10.6,0,1,0,9,1,0,0,,,3,0,0,,,0,0,1,,стало полегче,4,0,1,,Глаза изнутри выдавливало,Амиксин,першение в горле | слабость | небольшой озноб,,боль в области почек | боль в горле | кашель | отек лица | слабость,"Через два часа после приема состояние значительно ухудшилось, к вечеру появились боль в области почек. | На меня сразу напали все болезни мира-Глаза изнутри выдавливало, кашель сорвал все горло, я себя буквально по частям отрывала от дивана, что бы подняться, лицо отекло, слабость ужасная. | Связываю свое состояние только с действием Амиксина, потому что после его отмены мое состояние резко пошло на улучшение.",Амиксин | Амиксина,Першило горло | Слабость | озноб,стало полегче,боль в области почек | Глаза изнутри выдавливало | кашель сорвал все горло | лицо отекло | слабость,"Начала принимать Амиксин при первых симптомах:Першило горло, Слабость, небольшой озноб.
Через два часа после приема состояние значительно ухудшилось, к вечеру появились боль в области почек.
По истечении 24часов стало полегче-думала болезнь пошла на спад... АГА!
Выпила вторую таблетку, как прописано через сутки-На меня сразу напали все болезни мира-Глаза изнутри выдавливало, кашель сорвал все горло, я себя буквально по частям отрывала от дивана, что бы подняться, лицо отекло, слабость ужасная.
Я всегда хорошо переносила все заболевания, но это было нечто.
Связываю свое состояние только с действием Амиксина, потому что после его отмены мое состояние резко пошло на улучшение.
Никому не советую его принимать!
Общее впечатление : Ужасное побочное действие"
828556,final,valid,1,,,True,True,True,1407,214,10.6,0,1,0,9,1,0,0,,,3,0,0,,,0,0,1,,стало полегче,4,0,1,,Глаза изнутри выдавливало,Амиксин,першение в горле | слабость | небольшой озноб,,боль в области почек | боль в горле | кашель | отек лица | слабость,"Через два часа после приема состояние значительно ухудшилось, к вечеру появились боль в области почек. | На меня сразу напали все болезни мира-Глаза изнутри выдавливало, кашель сорвал все горло, я себя буквально по частям отрывала от дивана, что бы подняться, лицо отекло, слабость ужасная. | Связываю свое состояние только с действием Амиксина, потому что после его отмены мое состояние резко пошло на улучшение.",Амиксин | Амиксина,Першило горло | Слабость | озноб,стало полегче,боль в области почек | Глаза изнутри выдавливало | кашель сорвал все горло | лицо отекло | слабость,"Начала принимать Амиксин при первых симптомах:Першило горло, Слабость, небольшой озноб.
Через два часа после приема состояние значительно ухудшилось, к вечеру появились боль в области почек.
По истечении 24часов стало полегче-думала болезнь пошла на спад... АГА!
Выпила вторую таблетку, как прописано через сутки-На меня сразу напали все болезни мира-Глаза изнутри выдавливало, кашель сорвал все горло, я себя буквально по частям отрывала от дивана, что бы подняться, лицо отекло, слабость ужасная.
Я всегда хорошо переносила все заболевания, но это было нечто.
Связываю свое состояние только с действием Амиксина, потому что после его отмены мое состояние резко пошло на улучшение.
Никому не советую его принимать!
Общее впечатление : Ужасное побочное действие"
2448225,version_1,valid,1,,,True,True,True,257,61,3.61,0,1,0,1,1,0,0,,,0,0,1,,профилактики,0,0,0,,,0,0,0,,,Афлубин,,,,"Давала как и заявлено- по 1 капле в день. | Нам не помогал, болели часто.",Афлубин,профилактики,,,"Афлубин я приобрела перед первым походом в сад младшей дочки, для профилактики.
Давала как и заявлено- по 1 капле в день.
Нам не помогал, болели часто.
На приеме у нашего педиатра, решила я получить консультацию по поводу этого препарата, и мне дали ясно понять, что от него толку нет и не будет, то же самое что заниматься самовнушением.
Так что возлагать большие и светлые надежды на Афлубин не стоит, лучше вообще даром не тратиться."
2448225,version_2_no_retry,valid,1,,,True,True,True,1301,117,5.84,0,0,0,2,1,0,0,,,1,0,0,,,0,0,0,,,0,0,0,,,Афлубин,профилактика,,,"Афлубин я приобрела перед первым походом в сад младшей дочки, для профилактики. | Нам не помогал, болели часто. | то же самое что заниматься самовнушением. | возлагать большие и светлые надежды на Афлубин не стоит",Афлубин,профилактики,,,"Афлубин я приобрела перед первым походом в сад младшей дочки, для профилактики.
Давала как и заявлено- по 1 капле в день.
Нам не помогал, болели часто.
На приеме у нашего педиатра, решила я получить консультацию по поводу этого препарата, и мне дали ясно понять, что от него толку нет и не будет, то же самое что заниматься самовнушением.
Так что возлагать большие и светлые надежды на Афлубин не стоит, лучше вообще даром не тратиться."
2448225,final,valid,1,,,True,True,True,1301,117,5.84,0,0,0,2,1,0,0,,,1,0,0,,,0,0,0,,,0,0,0,,,Афлубин,профилактика,,,"Афлубин я приобрела перед первым походом в сад младшей дочки, для профилактики. | Нам не помогал, болели часто. | то же самое что заниматься самовнушением. | возлагать большие и светлые надежды на Афлубин не стоит",Афлубин,профилактики,,,"Афлубин я приобрела перед первым походом в сад младшей дочки, для профилактики.
Давала как и заявлено- по 1 капле в день.
Нам не помогал, болели часто.
На приеме у нашего педиатра, решила я получить консультацию по поводу этого препарата, и мне дали ясно понять, что от него толку нет и не будет, то же самое что заниматься самовнушением.
Так что возлагать большие и светлые надежды на Афлубин не стоит, лучше вообще даром не тратиться."
2818054,version_1,invalid,1,"фрагмента evidence ""слабость, резь в желудке, которые в свою очередь вызвали (понос), очень сильно крутило в костях и неприятная ноющая боль в суставах, шум в ушах и потемнение в глазах, тошнота и потеря сознания, жар, поднялась температура резко до 38, пот, лихорадка и дрожь"" нет в тексте отзыва дословно",,True,True,False,498,383,16.63,1,15,0,17,1,0,0,,,2,0,1,,ОРЗ,1,0,0,,,12,0,7,,герпес | чесалась | зудела | шрамы | пот | лихорадка | сыпи,Лавомакс,грип | ангина (ОРЗ),прошел грип и ангина,страшная сыпь по всему телу | слабость | резь в желудке | понос | крутило в костях | неприятная ноющая боль в суставах | шум в ушах | потемнение в глазах | тошнота | потеря сознания | жар | повышенная температура | дрожь,"появилась страшная сыпь по всему телу в виде мелких водяных болячек, красного цвета, по виду похожая на герпес, которая пять дней не СХОДИЛА и сильно чесалась, зудела и доставляла очень неприятные ощущения, а так же по всему лицу эта сыпь в большом количестве ВЫСЫПАЛО и оставила шрамы | слабость, резь в желудке, которые в свою очередь вызвали (понос), очень сильно крутило в костях и неприятная ноющая боль в суставах, шум в ушах и потемнение в глазах, тошнота и потеря сознания, жар, поднялась температура резко до 38, пот, лихорадка и дрожь",Лавомакс | Лавомакса,грип | ангина | ОРЗ,грип и ангина (ОРЗ) прошли,сыпь по всему телу | герпес | чесалась | зудела | сыпь | шрамы | слабость | рези в желудке | понос | крутило в костях | ноющая боль в суставах | шум в ушах | потемнение в глазах | тошнота | потеря сознания | жар | температура резко до 38 | пот | лихорадка | дрожь | сыпи,"После приема препарата Лавомакс, появилась страшная сыпь по всему телу в виде мелких водяных болячек, красного цвета, по виду похожая на герпес, которая пять дней не СХОДИЛА и сильно чесалась, зудела и доставляла очень неприятные ощущения, а так же по всему лицу эта сыпь в большом количестве ВЫСЫПАЛО и оставила шрамы .
И еще после приема Лавомакса появилась слабость, рези в желудке, которые в свою очередь вызвали (понос), очень сильно крутило в костях и неприятная ноющая боль в суставах, шум в ушах и потемнение в глазах, тошнота и потеря сознания, жар, поднялась температура резко до 38, пот, лихорадка и дрожь.
И так через двое суток я пришла в нормальное состояние .
А именно грип и ангина (ОРЗ) прошли после приема Лавомакса, но потом ВЫСЫПАЛО сыпь, о которой я написала выше .
Так вот, эту сыпь я лечила в течении пяти дней, но она так и не исчезла, пока я не СХОДИЛА в ПАРИЛКУ и не ПРОПАРИЛАСЬ в бане !!!
И только после этого, ровно через час, я избавилась от сыпи !
Лавомакс опасен для жизни!!"
2818054,version_2_no_retry,valid,1,,,True,True,True,1542,270,13.6,0,4,0,17,1,0,0,,,3,0,0,,,1,0,0,,,12,0,7,,герпес | чесалась | зудела | шрамы | жар | температура резко до 38 | сыпи,Лавомакс,грип | ангина | ОРЗ,прошли,сыпь | слабость | резь в желудке | понос | крутило в костях | неприятная ноющая боль в суставах | шум в ушах | потемнение в глазах | тошнота | пот | лихорадка | дрожь,"После приема препарата Лавомакс, появилась страшная сыпь по всему телу | слабость, рези в желудке, которые в свою очередь вызвали (понос) | очень сильно крутило в костях и неприятная ноющая боль в суставах | шум в ушах и потемнение в глазах | тошнота и потеря сознания | жар, поднялась температура резко до 38, пот, лихорадка и дрожь",Лавомакс | Лавомакса,грип | ангина | ОРЗ,грип и ангина (ОРЗ) прошли,сыпь по всему телу | герпес | чесалась | зудела | сыпь | шрамы | слабость | рези в желудке | понос | крутило в костях | ноющая боль в суставах | шум в ушах | потемнение в глазах | тошнота | потеря сознания | жар | температура резко до 38 | пот | лихорадка | дрожь | сыпи,"После приема препарата Лавомакс, появилась страшная сыпь по всему телу в виде мелких водяных болячек, красного цвета, по виду похожая на герпес, которая пять дней не СХОДИЛА и сильно чесалась, зудела и доставляла очень неприятные ощущения, а так же по всему лицу эта сыпь в большом количестве ВЫСЫПАЛО и оставила шрамы .
И еще после приема Лавомакса появилась слабость, рези в желудке, которые в свою очередь вызвали (понос), очень сильно крутило в костях и неприятная ноющая боль в суставах, шум в ушах и потемнение в глазах, тошнота и потеря сознания, жар, поднялась температура резко до 38, пот, лихорадка и дрожь.
И так через двое суток я пришла в нормальное состояние .
А именно грип и ангина (ОРЗ) прошли после приема Лавомакса, но потом ВЫСЫПАЛО сыпь, о которой я написала выше .
Так вот, эту сыпь я лечила в течении пяти дней, но она так и не исчезла, пока я не СХОДИЛА в ПАРИЛКУ и не ПРОПАРИЛАСЬ в бане !!!
И только после этого, ровно через час, я избавилась от сыпи !
Лавомакс опасен для жизни!!"
2818054,final,valid,1,,,True,True,True,1542,270,13.6,0,4,0,17,1,0,0,,,3,0,0,,,1,0,0,,,12,0,7,,герпес | чесалась | зудела | шрамы | жар | температура резко до 38 | сыпи,Лавомакс,грип | ангина | ОРЗ,прошли,сыпь | слабость | резь в желудке | понос | крутило в костях | неприятная ноющая боль в суставах | шум в ушах | потемнение в глазах | тошнота | пот | лихорадка | дрожь,"После приема препарата Лавомакс, появилась страшная сыпь по всему телу | слабость, рези в желудке, которые в свою очередь вызвали (понос) | очень сильно крутило в костях и неприятная ноющая боль в суставах | шум в ушах и потемнение в глазах | тошнота и потеря сознания | жар, поднялась температура резко до 38, пот, лихорадка и дрожь",Лавомакс | Лавомакса,грип | ангина | ОРЗ,грип и ангина (ОРЗ) прошли,сыпь по всему телу | герпес | чесалась | зудела | сыпь | шрамы | слабость | рези в желудке | понос | крутило в костях | ноющая боль в суставах | шум в ушах | потемнение в глазах | тошнота | потеря сознания | жар | температура резко до 38 | пот | лихорадка | дрожь | сыпи,"После приема препарата Лавомакс, появилась страшная сыпь по всему телу в виде мелких водяных болячек, красного цвета, по виду похожая на герпес, которая пять дней не СХОДИЛА и сильно чесалась, зудела и доставляла очень неприятные ощущения, а так же по всему лицу эта сыпь в большом количестве ВЫСЫПАЛО и оставила шрамы .
И еще после приема Лавомакса появилась слабость, рези в желудке, которые в свою очередь вызвали (понос), очень сильно крутило в костях и неприятная ноющая боль в суставах, шум в ушах и потемнение в глазах, тошнота и потеря сознания, жар, поднялась температура резко до 38, пот, лихорадка и дрожь.
И так через двое суток я пришла в нормальное состояние .
А именно грип и ангина (ОРЗ) прошли после приема Лавомакса, но потом ВЫСЫПАЛО сыпь, о которой я написала выше .
Так вот, эту сыпь я лечила в течении пяти дней, но она так и не исчезла, пока я не СХОДИЛА в ПАРИЛКУ и не ПРОПАРИЛАСЬ в бане !!!
И только после этого, ровно через час, я избавилась от сыпи !
Лавомакс опасен для жизни!!"
